Transaction_ID,Date,Customer_ID,Product_ID,Total_Cost,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
427,2020-01-02 17:56:45,1069,556,6089.346099,Online,High,WH-3,2-Day,Delivered,Unsatisfied,True,Late,Wire Transfer,False,South,Canada
801,2020-01-05 13:11:21,1059,535,5096.553818493923,Direct,Critical,WH-1,Overnight,Backorder,Unsatisfied,True,Late,Wire Transfer,False,West,USA
592,2020-01-06 21:37:18,1008,502,6520.260198,Online,Medium,WH-1,Express,Delivered,Satisfied,False,Damaged,PayPal,False,North,Mexico
764,2020-01-02 16:51:54,1062,522,1261.77419,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,False,North,Mexico
853,2020-01-01 06:03:15,1093,503,9486.723454,Partner,Medium,WH-1,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,West,USA
211,2020-01-05 17:17:50,1018,524,3481.841727,Online,High,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Credit Card,False,East,USA
493,2020-01-03 07:08:06,1038,520,1983.914325,Online,Low,WH-3,Express,Delivered,Satisfied,True,Not Specified,Credit Card,False,South,Canada
930,2020-01-05 18:48:39,1017,556,9919.56137,Partner,Low,WH-3,Regular,Pending,Neutral,False,Not Specified,Wire Transfer,True,East,Canada
916,2020-01-07 01:04:52,1005,508,1829.880079,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Late,Wire Transfer,False,South,Canada
701,2020-01-05 21:37:18,1002,515,7684.411019,Partner,Low,WH-1,Express,Backorder,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,USA
88,2020-01-06 01:17:50,1052,514,5096.553818493923,Partner,Medium,WH-3,2-Day,Cancelled,Neutral,False,Late,Credit Card,True,East,USA
937,2020-01-02 06:42:10,1073,506,6140.916003,Online,Low,WH-1,Express,Cancelled,Satisfied,False,Wrong Item,Cash,False,West,Mexico
364,2020-01-04 02:35:41,1097,521,5098.195439,Online,Critical,WH-1,Regular,Backorder,Neutral,True,Not Specified,PayPal,False,South,Canada
885,2020-01-02 13:11:21,1059,544,2750.777942,Online,Low,WH-2,Regular,Cancelled,Neutral,True,Late,PayPal,False,West,USA
462,2020-01-02 17:17:50,1011,530,1962.049095,Reseller,High,WH-2,Express,Pending,Satisfied,False,Late,Wire Transfer,False,North,USA
301,2020-01-07 09:17:50,1040,547,5018.163822,Partner,Medium,WH-3,2-Day,Backorder,Satisfied,False,Damaged,Cash,True,South,Canada
886,2020-01-06 20:58:23,1037,502,1421.173874,Online,Medium,WH-3,Regular,Cancelled,Satisfied,True,Unknown,Wire Transfer,False,West,Canada
528,2020-01-08 19:14:36,1061,531,8545.428632,Partner,High,WH-1,Express,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
569,2020-01-08 12:58:23,1083,526,5857.235884,Direct,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Not Specified,Cash,True,West,USA
787,2020-01-06 12:06:29,1016,560,1318.255321,Online,High,WH-2,Regular,Backorder,Unsatisfied,True,Wrong Item,PayPal,False,South,USA
762,2020-01-06 23:21:05,1047,554,6072.927224,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,PayPal,True,South,Mexico
120,2020-01-08 21:50:16,1008,515,5262.118624,Partner,Low,WH-2,2-Day,Cancelled,Unsatisfied,True,Unknown,Wire Transfer,False,North,Mexico
614,2020-01-09 04:06:29,1023,506,622.525963,Direct,High,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Wire Transfer,True,North,Canada
938,2020-01-04 17:30:49,1068,522,5968.137572,Direct,Low,WH-1,Regular,Cancelled,Neutral,True,Not Specified,Credit Card,False,South,Mexico
460,2020-01-05 15:21:05,1041,510,8151.607128,Partner,High,WH-3,Regular,Delivered,Neutral,False,Damaged,Cash,True,West,Mexico
217,2020-01-08 03:53:31,1083,521,5096.553818493923,Direct,Low,WH-3,Overnight,Cancelled,Unsatisfied,True,Unknown,Credit Card,False,East,USA
10,2020-01-02 02:09:44,1063,538,1802.910637,Online,High,WH-3,Regular,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,False,South,Mexico
51,2020-01-09 14:55:08,1095,535,5893.40952,Partner,Low,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Credit Card,True,South,Canada
688,2020-01-07 19:53:31,1098,521,2304.393296,Partner,Critical,WH-2,2-Day,Delivered,Unsatisfied,True,Late,PayPal,True,North,Canada
243,2020-01-06 16:38:55,1055,532,8109.316654,Reseller,Critical,WH-3,Regular,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
961,2020-01-07 01:56:45,1079,557,3237.752997,Online,Low,WH-2,Regular,Cancelled,Satisfied,True,Unknown,Credit Card,False,East,Mexico
265,2020-01-05 05:50:16,1075,552,4596.721763,Direct,Critical,WH-3,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,False,West,Canada
525,2020-01-07 03:14:36,1086,529,1696.574366,Reseller,Critical,WH-2,Express,Delivered,Unsatisfied,True,Wrong Item,Credit Card,True,West,USA
967,2020-01-05 20:32:26,1018,523,6055.864207,Partner,Low,WH-3,Overnight,Delivered,Neutral,True,Late,Credit Card,False,North,Canada
245,2020-01-09 18:09:44,1003,516,5980.145121,Direct,Critical,WH-1,Express,Pending,Neutral,True,Late,Credit Card,False,East,USA
346,2020-01-06 18:09:44,1026,537,6536.43639,Partner,Critical,WH-2,Overnight,Delivered,Satisfied,False,Damaged,Wire Transfer,False,South,USA
390,2020-01-06 06:42:10,1057,506,2221.241151,Online,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Wrong Item,Wire Transfer,True,South,USA
133,2020-01-01 13:50:16,1051,527,6279.03525,Reseller,High,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,Cash,True,West,USA
159,2020-01-09 08:51:54,1056,549,6308.904307,Direct,Medium,WH-3,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
378,2020-01-01 21:11:21,1051,551,8151.585409,Reseller,Low,WH-2,2-Day,Delivered,Satisfied,False,Wrong Item,PayPal,True,South,USA
458,2020-01-08 08:12:58,1078,510,2032.989905,Partner,Low,WH-2,Overnight,Cancelled,Neutral,False,Not Specified,PayPal,True,West,USA
653,2020-01-07 17:56:45,1009,510,6382.140986,Online,Critical,WH-3,Regular,Backorder,Neutral,True,Late,Cash,True,West,USA
831,2020-01-08 14:03:15,1025,539,985.9269534,Direct,Medium,WH-1,Regular,Backorder,Satisfied,False,Late,Cash,False,North,Canada
626,2020-01-05 09:17:50,1020,507,1402.170115,Partner,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,False,South,Mexico
431,2020-01-07 04:32:26,1038,502,3114.77222,Reseller,Low,WH-1,Express,Cancelled,Satisfied,False,Damaged,Credit Card,True,North,USA
923,2020-01-02 21:50:16,1099,528,6916.832431,Direct,Critical,WH-3,2-Day,Pending,Neutral,False,Not Specified,PayPal,True,South,Canada
315,2020-01-06 11:40:32,1095,542,3869.328947,Partner,Critical,WH-3,2-Day,Delivered,Satisfied,True,Not Specified,Credit Card,False,East,Canada
526,2020-01-07 19:53:31,1092,557,9801.939773,Reseller,Critical,WH-2,Overnight,Delivered,Satisfied,False,Wrong Item,Cash,False,West,USA
667,2020-01-04 04:58:23,1070,526,1317.305492,Partner,Medium,WH-2,2-Day,Pending,Neutral,True,Late,Cash,False,East,Canada
311,2020-01-03 15:21:05,1024,526,6321.560438,Reseller,High,WH-3,Express,Backorder,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
627,2020-01-03 03:01:37,1011,525,3491.725224,Direct,Medium,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Cash,False,North,Canada
908,2020-01-08 09:56:45,1054,530,7443.268285,Online,Medium,WH-1,Express,Pending,Neutral,True,Wrong Item,Credit Card,False,South,Mexico
553,2020-01-07 12:58:23,1047,538,3653.729295,Partner,High,WH-3,2-Day,Delivered,Neutral,True,Wrong Item,PayPal,True,West,USA
724,2020-01-01 07:21:05,1033,518,4699.317499,Reseller,Medium,WH-2,2-Day,Backorder,Satisfied,False,Late,Credit Card,True,South,USA
498,2020-01-07 14:42:10,1034,537,5989.166977,Partner,Low,WH-2,2-Day,Pending,Unsatisfied,True,Damaged,Credit Card,True,West,Mexico
331,2020-01-07 20:58:23,1022,536,1989.720701,Online,High,WH-1,Overnight,Delivered,Unsatisfied,False,Unknown,Wire Transfer,False,South,Canada
45,2020-01-07 07:08:06,1004,540,4812.904156,Reseller,High,WH-1,Regular,Delivered,Neutral,False,Wrong Item,Cash,True,West,Mexico
327,2020-01-05 04:06:29,1035,558,5096.553818493923,Online,Low,WH-1,Overnight,Cancelled,Neutral,False,Late,PayPal,False,North,Canada
555,2020-01-08 16:25:57,1092,547,629.9829402,Reseller,High,WH-1,Regular,Backorder,Neutral,False,Late,Wire Transfer,True,North,Canada
565,2020-01-04 01:43:47,1003,530,9670.375874,Reseller,Critical,WH-3,2-Day,Delivered,Unsatisfied,True,Unknown,Credit Card,True,South,USA
574,2020-01-09 22:29:11,1092,512,3739.106429,Reseller,High,WH-1,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,True,North,Mexico
890,2020-01-01 12:19:28,1039,534,5695.824322,Partner,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Cash,True,West,Canada
449,2020-01-03 11:40:32,1068,523,1293.486689,Direct,Low,WH-3,Overnight,Backorder,Satisfied,True,Wrong Item,Credit Card,False,North,Canada
509,2020-01-06 23:08:06,1070,505,9377.113868,Reseller,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,True,East,Mexico
735,2020-01-06 13:11:21,1073,544,4313.886901,Reseller,High,WH-1,Express,Cancelled,Neutral,False,Not Specified,Wire Transfer,False,East,Mexico
684,2020-01-05 15:21:05,1031,544,7437.106319,Reseller,Critical,WH-2,Regular,Pending,Unsatisfied,False,Damaged,Cash,True,North,Canada
71,2020-01-07 23:47:02,1014,536,5096.553818493923,Online,Medium,WH-3,Regular,Pending,Unsatisfied,False,Damaged,PayPal,True,East,Canada
730,2020-01-09 07:08:06,1062,525,9568.376324,Reseller,Medium,WH-1,Express,Backorder,Unsatisfied,True,Damaged,PayPal,False,South,Canada
124,2020-01-02 22:42:10,1025,511,4662.696826,Reseller,High,WH-1,Express,Delivered,Neutral,False,Wrong Item,Wire Transfer,True,West,Mexico
931,2020-01-04 23:08:06,1088,544,2478.996205,Reseller,High,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,PayPal,True,South,USA
882,2020-01-01 08:12:58,1088,506,7422.2347,Reseller,Low,WH-2,Regular,Backorder,Satisfied,False,Damaged,Credit Card,True,West,USA
624,2020-01-06 00:51:54,1047,524,4192.900305,Partner,High,WH-1,Express,Cancelled,Unsatisfied,True,Late,Wire Transfer,False,East,Canada
546,2020-01-08 22:42:10,1030,550,6256.971189,Partner,Medium,WH-3,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Mexico
755,2020-01-07 15:34:03,1059,545,1862.959842,Reseller,Medium,WH-1,2-Day,Backorder,Satisfied,False,Late,Credit Card,False,North,USA
591,2020-01-08 09:04:52,1092,528,6787.428559,Direct,Critical,WH-2,Overnight,Backorder,Unsatisfied,True,Unknown,Wire Transfer,False,East,Canada
990,2020-01-08 22:42:10,1033,530,2387.123481,Direct,High,WH-3,Overnight,Pending,Neutral,False,Not Specified,Credit Card,True,South,Canada
122,2020-01-08 03:01:37,1004,529,831.6597502,Reseller,Medium,WH-3,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,False,North,USA
873,2020-01-08 01:56:45,1037,538,4402.493695,Direct,High,WH-1,Express,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,South,Canada
620,2020-01-08 05:11:21,1060,519,1308.035662,Direct,Low,WH-2,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
372,2020-01-06 20:45:24,1039,544,9794.370477,Partner,Critical,WH-3,Express,Cancelled,Unsatisfied,True,Not Specified,Credit Card,False,West,Mexico
354,2020-01-05 06:03:15,1072,551,8332.479417,Online,Low,WH-3,2-Day,Cancelled,Neutral,True,Wrong Item,PayPal,False,South,Mexico
697,2020-01-09 04:06:29,1092,525,7170.020814,Partner,High,WH-1,Express,Cancelled,Satisfied,False,Unknown,Cash,True,West,USA
829,2020-01-07 14:16:13,1093,542,2421.792517,Online,Medium,WH-1,Overnight,Delivered,Neutral,True,Wrong Item,Credit Card,True,West,USA
583,2020-01-08 21:24:19,1088,531,8025.816351,Reseller,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,True,South,Mexico
125,2020-01-07 20:58:23,1067,552,8472.213752,Reseller,High,WH-1,2-Day,Pending,Neutral,True,Not Specified,Credit Card,False,East,Mexico
128,2020-01-05 10:22:42,1027,547,4765.868295,Direct,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Wire Transfer,True,North,USA
887,2020-01-07 18:48:39,1061,538,5096.553818493923,Direct,Medium,WH-3,2-Day,Delivered,Unsatisfied,False,Damaged,Cash,False,West,Canada
789,2020-01-05 00:00:00,1017,510,3163.180149,Reseller,Low,WH-3,Express,Pending,Neutral,True,Not Specified,Wire Transfer,False,East,USA
709,2020-01-06 04:32:26,1021,504,4089.47253,Partner,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,PayPal,True,East,Canada
70,2020-01-03 04:06:29,1085,532,1858.510665,Online,Low,WH-1,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Canada
618,2020-01-05 14:42:10,1036,541,5874.577031,Direct,High,WH-3,Overnight,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
262,2020-01-04 08:38:55,1057,530,9843.888462,Reseller,High,WH-1,Regular,Pending,Satisfied,False,Wrong Item,Wire Transfer,True,East,USA
426,2020-01-02 04:58:23,1027,514,882.4510286,Direct,Low,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,North,USA
777,2020-01-08 22:16:13,1082,516,4351.516839,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,False,Damaged,Cash,False,South,USA
840,2020-01-03 06:29:11,1042,504,1175.978949,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Cash,True,East,USA
48,2020-01-02 16:51:54,1032,560,2365.982551,Partner,Critical,WH-2,2-Day,Backorder,Neutral,False,Late,Credit Card,True,South,USA
594,2020-01-04 07:47:02,1035,506,654.3127105,Online,Critical,WH-3,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,False,East,Mexico
605,2020-01-09 13:24:19,1014,541,1482.624091,Partner,High,WH-3,Overnight,Backorder,Unsatisfied,False,Not Specified,Credit Card,False,West,Mexico
379,2020-01-06 22:16:13,1072,532,9494.184325,Direct,Medium,WH-1,2-Day,Delivered,Neutral,False,Unknown,PayPal,True,West,Mexico
643,2020-01-04 21:50:16,1024,549,1765.494279,Partner,High,WH-2,Express,Delivered,Unsatisfied,True,Not Specified,Cash,False,East,Mexico
518,2020-01-09 08:38:55,1085,550,5096.553818493923,Reseller,Critical,WH-2,2-Day,Cancelled,Neutral,False,Late,Cash,True,West,USA
976,2020-01-02 07:08:06,1081,515,9017.459255,Direct,Low,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,Wire Transfer,False,East,Mexico
884,2020-01-05 01:17:50,1012,523,4234.89773,Reseller,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Late,Cash,False,North,USA
472,2020-01-05 15:47:02,1001,554,2337.635758,Direct,High,WH-1,Overnight,Backorder,Neutral,True,Late,Wire Transfer,True,North,Mexico
969,2020-01-08 19:40:32,1037,504,2156.888038,Online,Low,WH-1,Overnight,Delivered,Satisfied,True,Late,Credit Card,False,North,USA
706,2020-01-06 12:19:28,1036,519,1644.24973,Partner,High,WH-3,2-Day,Cancelled,Satisfied,False,Late,Cash,True,North,Mexico
630,2020-01-03 10:35:41,1087,501,9879.693507,Online,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,Mexico
38,2020-01-08 17:04:52,1085,532,5179.406172,Direct,Low,WH-3,2-Day,Delivered,Satisfied,False,Damaged,PayPal,False,West,USA
135,2020-01-08 13:11:21,1021,517,2148.212478,Direct,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
774,2020-01-08 20:32:26,1070,542,2182.958471,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,West,USA
152,2020-01-03 01:43:47,1090,501,2727.0432,Reseller,Low,WH-3,Overnight,Pending,Neutral,False,Wrong Item,PayPal,True,South,Canada
507,2020-01-09 11:40:32,1071,553,8580.458016,Direct,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Late,Credit Card,False,South,USA
107,2020-01-08 18:22:42,1034,558,6170.65156,Partner,High,WH-2,Express,Pending,Neutral,False,Wrong Item,PayPal,True,East,USA
23,2020-01-07 22:16:13,1006,532,4855.098529,Direct,High,WH-1,Overnight,Backorder,Neutral,False,Not Specified,PayPal,True,South,Canada
522,2020-01-02 13:50:16,1084,534,2903.750239,Partner,Critical,WH-3,2-Day,Pending,Satisfied,False,Late,PayPal,False,South,Mexico
369,2020-01-09 01:43:47,1078,537,873.0594353,Direct,Low,WH-2,2-Day,Pending,Satisfied,True,Damaged,PayPal,False,West,USA
527,2020-01-05 20:06:29,1063,539,6901.469534,Partner,Low,WH-3,2-Day,Cancelled,Satisfied,False,Late,Wire Transfer,True,South,Canada
413,2020-01-09 14:42:10,1005,544,2699.014531,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,False,Not Specified,PayPal,False,North,Canada
704,2020-01-07 05:11:21,1051,513,9379.934197,Online,Critical,WH-3,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,East,USA
111,2020-01-05 03:40:32,1077,546,8361.753997,Partner,Medium,WH-2,Express,Cancelled,Neutral,True,Late,Cash,False,North,USA
968,2020-01-07 14:03:15,1070,526,5096.553818493923,Partner,Low,WH-1,2-Day,Cancelled,Satisfied,False,Unknown,Credit Card,True,West,USA
438,2020-01-07 17:56:45,1012,528,4548.151761,Partner,Medium,WH-1,Overnight,Pending,Neutral,False,Wrong Item,PayPal,False,West,Mexico
876,2020-01-02 15:08:06,1065,503,728.047926,Direct,Critical,WH-1,Regular,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,East,Mexico
242,2020-01-09 14:55:08,1024,546,8352.235205,Online,High,WH-3,Express,Delivered,Unsatisfied,False,Damaged,Cash,True,South,Mexico
256,2020-01-08 08:51:54,1004,533,1481.017584,Direct,Low,WH-3,2-Day,Delivered,Unsatisfied,True,Not Specified,PayPal,False,East,Mexico
943,2020-01-03 07:47:02,1067,533,2496.018333,Reseller,Low,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,True,South,Canada
844,2020-01-06 20:58:23,1013,532,5799.799919,Direct,High,WH-1,Express,Delivered,Neutral,True,Damaged,Wire Transfer,False,South,Canada
221,2020-01-06 03:53:31,1052,546,5548.821685,Partner,Medium,WH-2,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,True,South,Mexico
